005.zip	005
fixeighttwt.zip	FixEight (Taiwan, Taito license)
fixeightu.zip	FixEight (USA)
fixeightut.zip	FixEight (USA, Taito license)
fjbuster.zip	Fujiyama Buster (Japan)
flipjack.zip	Flipper Jack
flipshot.zip	Battle Flip Shot
flkatck.zip	Flak Attack (Japan)
flkatcka.zip	Flak Attack (Japan, PWB 450593 sub-board)
flyball.zip	Flyball (rev 2)
flyball1.zip	Flyball (rev 1)
flytiger.zip	Flying Tiger (set 1)
flytigera.zip	Flying Tiger (set 2)
fnshark.zip	Flyin' Shark (bootleg of Hishou Zame)
foodf.zip	Food Fight (rev 3)
foodf1.zip	Food Fight (rev 1)
foodf2.zip	Food Fight (rev 2)
foodfc.zip	Food Fight (cocktail)
footchmpbl.zip	Football Champ (World) (bootleg)
forgottn.zip	Forgotten Worlds (World)
forgottnu1.zip	Forgotten Worlds (USA, B-Board 88618B-2, Rev. C)
forgottnua.zip	Forgotten Worlds (USA, B-Board 88618B-2, Rev. A)
forgottnuaa.zip	Forgotten Worlds (USA, B-Board 88618B-2, Rev. AA)
fort2ba.zip	Fortress 2 Blue Arcade (ver 1.00 / pcb ver 3.05)
fortecar.zip	Forte Card (Ver 103, English)
fortecrd.zip	Forte Card (Ver 110, Spanish)
fortune1.zip	Fortune I (PK485-S) Draw Poker
fotns.zip	Fist Of The North Star
fpointbj.zip	Flash Point (Japan, bootleg)
fpointbl.zip	Flash Point (World, bootleg)
franticf.zip	Frantic Fred
freekick.zip	Free Kick (NS6201-A 1987.10)
freekicka.zip	Free Kick (NS6201-A 1987.9)
freekickb2.zip	Free Kick (bootleg set 2)
freekickb3.zip	Free Kick (bootleg set 3)
freezeat.zip	Freeze (Atari) (prototype, English voice, 96/10/25)
freezeat2.zip	Freeze (Atari) (prototype, 96/10/18)
freezeat3.zip	Freeze (Atari) (prototype, 96/10/07)
freezeat4.zip	Freeze (Atari) (prototype, 96/10/03)
freezeat5.zip	Freeze (Atari) (prototype, 96/09/20, AMOA-96)
freezeat6.zip	Freeze (Atari) (prototype, 96/09/07, Jamma-96)
freezeatjp.zip	Freeze (Atari) (prototype, Japanese voice, 96/10/25)
frenzy.zip	Frenzy
fresh.zip	Fruit Fresh (Italy)
friskytb.zip	Frisky Tom (set 3, encrypted)
frogg.zip	Frog (Galaxian hardware)
froggeram.zip	Frogger (bootleg on Amigo? hardware)
froggers1.zip	Frogger (Sega set 1)
froggers2.zip	Frogger (Sega set 2)
froggrs.zip	Frogger (Scramble hardware)
fruitbun.zip	Fruits _ Bunny (World?)
fruitpc.zip	Fruit Land
fruitstb.zip	Fruit Star Bonus (Ver 8.20PIR)
fruitstr.zip	Fruit Star (encrypted)
fshark.zip	Flying Shark (World)
fsharkbt.zip	Flying Shark (bootleg with 8741)
fsoccerba.zip	Fighting Soccer (Joystick hack bootleg, alt)
fsoccerj.zip	Fighting Soccer (Japan)
fswords.zip	Fighters Swords (Korean release of Samurai Shodown III)
ftimpactu.zip	Fighters' Impact (Ver 2.02A)
ftspeed.zip	Faster Than Speed
fun4.zip	Fun Four (set 1) [TTL]
fun4a.zip	Fun Four (set 2) [TTL]
funcube.zip	Funcube (v1.5)
funcube2.zip	Funcube 2 (v1.1)
funcube3.zip	Funcube 3 (v1.1)
funcube4.zip	Funcube 4 (v1.0)
funcube5.zip	Funcube 5 (v1.0)
funkball.zip	Funky Ball
funkyfig.zip	The First Funky Fighter (set 1)
funkyfiga.zip	The First Funky Fighter (set 2)
funkyjet.zip	Funky Jet (World, rev 1)
funnyfm.zip	Funny Farm (v1.17)
funnyfma.zip	Funny Farm (v1.26)
funnyfmb.zip	Funny Farm (v1.30)
funnymou.zip	Funny Mouse (Japan)
funriver.zip	Fun River (Version 1.4R CGA)
funriverd1.zip	Fun River (Version 1.3R CGA)
funriverv.zip	Fun River (Version 1.4R Dual)
funybublc.zip	Funny Bubble (Comad version)
futari10.zip	Mushihime-Sama Futari Ver 1.0 (2006/10/23 MASTER VER.)
futari15.zip	Mushihime-Sama Futari Ver 1.5 (2006/12/8.MASTER VER. 1.54.)
futari15a.zip	Mushihime-Sama Futari Ver 1.5 (2006/12/8 MASTER VER 1.54)
futaribl.zip	Mushihime-Sama Futari Black Label (2009/11/27 INTERNATIONAL BL)
futariblj.zip	Mushihime-Sama Futari Black Label (2007/12/11 BLACK LABEL VER)
futflash.zip	Future Flash
fuudol.zip	Fuudol (Japan)
fzeroax.zip	F-Zero AX (Rev E) (GDT-0004E)
g4u2.zip	Games 4 U 2 (94 5.6-0)
g4u3.zip	Games 4 U 3 (94 5.6-4)
g4u3a.zip	Games 4 U 3 (94 5.6-5)
g4u4.zip	Games 4 U 4 (94 5.6-5)
g4u5.zip	Games 4 U 5 (94 5.6-5)
g4u6.zip	Games 4 U 6 (94 5.6-5)
g4u7.zip	Games 4 U 7 (94 5.6-5a)
ga2.zip	Golden Axe: The Revenge of Death Adder (World)
ga2j.zip	Golden Axe: The Revenge of Death Adder (Japan)
ga2u.zip	Golden Axe: The Revenge of Death Adder (US)
galactic.zip	Galactica - Batalha Espacial
galaga.zip	Galaga (Namco rev. B)
galaga3.zip	Galaga 3 (GP3 rev. D)
galaga3a.zip	Galaga 3 (GP3 rev. C)
galaga3b.zip	Galaga 3 (GP3)
galaga3c.zip	Galaga 3 (set 4)
galaga3m.zip	Galaga 3 (set 5)
galaga88a.zip	Galaga '88 (02-03-88)
galagamf.zip	Galaga (Midway set 1 with fast shoot hack)
galagamk.zip	Galaga (Midway set 2)
galagamw.zip	Galaga (Midway set 1)
galagao.zip	Galaga (Namco)
galaxbsf.zip	Galaxian (bootleg, set 1)
galaxbsf2.zip	Galaxian (bootleg, set 3)
galaxia.zip	Galaxia (set 1)
galaxiaa.zip	Galaxia (set 2)
galaxiab.zip	Galaxia (set 3)
galaxiac.zip	Galaxia (set 4)
galaxianbl.zip	Galaxian (bootleg, set 2)
galaxiani.zip	Galaxian (Irem)
galaxrf.zip	Galaxian (Recreativos Franco S.A. Spanish bootleg)
galaxrfgg.zip	Galaxian Growing Galaxip / Galaxian Nave Creciente (Recreativos Franco S.A. Spanish bootleg)
galaxyfg.zip	Galaxy Fight - Universal Warriors
galaxyr.zip	Galaxy Ranger
galaxyrp.zip	Galaxy Ranger (Pioneer LDV1000)
galds.zip	Gals Ds - Three Dealers Casino House (bootleg?)
galemp.zip	Galaxy Empire (bootleg?)
galgame.zip	Galaxy Game
galhustl.zip	Gals Hustler
galivan.zip	Cosmo Police Galivan (12/26/1985)
galivan3.zip	Cosmo Police Galivan (12/11/1985)
gallag.zip	Gallag
gallag50.zip	Gallag Video Game / Petalouda (Butterfly, x50)
gallgall_21.zip	Gallagher's Gallery v2.1
galmedes.zip	Galmedes (Japan)
galmonst.zip	Galaxy Monsters (Laguna S.A. Spanish bootleg of Space Invaders)
galpani2e.zip	Gals Panic II (English)
galpani2e2.zip	Gals Panic II (English, 2 PCB ver.)
galpani2gs.zip	Gals Panic II (Germany, single PCB)
galpani2i.zip	Gals Panic II (Italy, single PCB)
galpani3.zip	Gals Panic 3 (Euro)
galpani3hk.zip	Gals Panic 3 (Hong Kong)
galpani3k.zip	Gals Panic 3 (Korea)
galpanis.zip	Gals Panic S - Extra Edition (Europe)
galpanisj.zip	Gals Panic S - Extra Edition (Japan)
galpansu.zip	Gals Panic SU (Korea)
galxwars.zip	Galaxy Wars (Universal set 1)
galxwars2.zip	Galaxy Wars (Universal set 2)
galxwarst.zip	Galaxy Wars (Taito?)
gambl186.zip	unknown 186 based gambling game (V398)
gambl186a.zip	unknown 186 based gambling game (V399)
gamshara.zip	Gamshara (10021 Ver.A)
gamt1.zip	Gaminator 1 (set 1)
gamt10.zip	Gaminator 10 (set 1)
gamt10a.zip	Gaminator 10 (set 2)
gamt10b.zip	Gaminator 10 (set 3)
gamt10bag.zip	Gaminator 10 (bootleg, Bag)
gamt10c.zip	Gaminator 10 (set 4)
gamt10d.zip	Gaminator 10 (set 5)
gamt10e.zip	Gaminator 10 (set 6)
gamt10ent.zip	Gaminator 10 (bootleg, Ent)
gamt10f.zip	Gaminator 10 (set 7)
gamt10g.zip	Gaminator 10 (set 8)
gamt10gmult.zip	Gaminator 10 (bootleg, Multiloto)
gamt10h.zip	Gaminator 10 (set 9)
gamt10i.zip	Gaminator 10 (set 10)
gamt10j.zip	Gaminator 10 (set 11)
gamt10k.zip	Gaminator 10 (set 12)
gamt10l.zip	Gaminator 10 (set 13)
gamt10lotc.zip	Gaminator 10 (bootleg, C-Loto)
gamt10lotm.zip	Gaminator 10 (bootleg, Lotomatic)
gamt10m.zip	Gaminator 10 (set 14)
gamt10n.zip	Gaminator 10 (set 15)
gamt10o.zip	Gaminator 10 (set 16)
gamt11.zip	Gaminator 11 (set 1)
gamt11a.zip	Gaminator 11 (set 2)
gamt11b.zip	Gaminator 11 (set 3)
gamt11bmult.zip	Gaminator 11 (bootleg, Multiloto)
gamt11c.zip	Gaminator 11 (set 4)
gamt12.zip	Gaminator 12 (set 1)
gamt12a.zip	Gaminator 12 (set 2)
gamt12b.zip	Gaminator 12 (set 3)
gamt16.zip	Gaminator 16 (set 1)
gamt16a.zip	Gaminator 16 (set 2)
gamt16b.zip	Gaminator 16 (set 3)
gamt16c.zip	Gaminator 16 (set 4)
gamt16d.zip	Gaminator 16 (set 5)
gamt16e.zip	Gaminator 16 (set 6)
gamt16f.zip	Gaminator 16 (set 7)
gamt16fmult.zip	Gaminator 16 (bootleg, Multiloto)
gamt16g.zip	Gaminator 16 (set 8)
gamt16h.zip	Gaminator 16 (set 9)
gamt16i.zip	Gaminator 16 (set 10)
gamt16j.zip	Gaminator 16 (set 11)
gamt16k.zip	Gaminator 16 (set 12)
gamt16lotc.zip	Gaminator 16 (bootleg, C-Loto)
gamt17.zip	Gaminator 17 (set 1)
gamt17a.zip	Gaminator 17 (set 2)
gamt17b.zip	Gaminator 17 (set 3)
gamt18.zip	Gaminator 18 (set 1)
gamt18a.zip	Gaminator 18 (set 2)
gamt18b.zip	Gaminator 18 (set 3)
gamt18bmult.zip	Gaminator 18 (bootleg, Multiloto)
gamt18c.zip	Gaminator 18 (set 4)
gamt18d.zip	Gaminator 18 (set 5)
gamt18ent.zip	Gaminator 18 (bootleg, Ent)
gamt18lotc.zip	Gaminator 18 (bootleg, C-Loto)
gamt19.zip	Gaminator 19 (set 1)
gamt19a.zip	Gaminator 19 (set 2)
gamt19ent.zip	Gaminator 19 (bootleg, Ent)
gamt19lotc.zip	Gaminator 19 (bootleg, C-Loto)
gamt19mult.zip	Gaminator 19 (bootleg, Multiloto)
gamt1a.zip	Gaminator 1 (set 2)
gamt1b.zip	Gaminator 1 (set 3)
gamt1ent.zip	Gaminator 1 (bootleg, Ent)
gamt1lotc.zip	Gaminator 1 (bootleg, C-Loto)
gamt20.zip	Gaminator 20 (set 1)
gamt20a.zip	Gaminator 20 (set 2)
gamt20b.zip	Gaminator 20 (set 3)
gamt20ent.zip	Gaminator 20 (bootleg, Ent)
gamt20lotc.zip	Gaminator 20 (bootleg, C-Loto)
gamt20lotm.zip	Gaminator 20 (bootleg, Lotomatic)
gamt21.zip	Gaminator 21 (set 1)
gamt21a.zip	Gaminator 21 (set 2)
gamt21amult.zip	Gaminator 21 (bootleg, Multiloto)
gamt22.zip	Gaminator 22 (set 1)
gamt22a.zip	Gaminator 22 (set 2)
gamt22amult.zip	Gaminator 22 (bootleg, Multiloto)
gamt22b.zip	Gaminator 22 (set 3)
gamt23.zip	Gaminator 23 (set 1)
gamt23a.zip	Gaminator 23 (set 2)
gamt23b.zip	Gaminator 23 (set 3)
gamt29.zip	Gaminator 29 (set 1)
gamt29a.zip	Gaminator 29 (set 2)
gamt30.zip	Gaminator 30 (set 1)
gamt31.zip	Gaminator 31 (set 1)
gamt31mult.zip	Gaminator 31 (bootleg, Multiloto)
gamt4.zip	Gaminator 4 (set 1)
gamt4a.zip	Gaminator 4 (set 2)
gamt4b.zip	Gaminator 4 (set 3)
gamt4c.zip	Gaminator 4 (set 4)
gamt4d.zip	Gaminator 4 (set 5)
gamt4dbag.zip	Gaminator 4 (bootleg, Bag, set 1)
gamt4e.zip	Gaminator 4 (set 6)
gamt4ent.zip	Gaminator 4 (bootleg, Ent)
gamt4f.zip	Gaminator 4 (set 7)
gamt4fbag.zip	Gaminator 4 (bootleg, Bag, set 2)
gamt4g.zip	Gaminator 4 (set 8)
gamt4h.zip	Gaminator 4 (set 9)
gamt4hbag.zip	Gaminator 4 (bootleg, Bag, set 3)
gamt4hmult.zip	Gaminator 4 (bootleg, Multiloto)
gamt4i.zip	Gaminator 4 (set 10)
gamt4ibag.zip	Gaminator 4 (bootleg, Bag, set 4)
gamt4j.zip	Gaminator 4 (set 11)
gamt4lotc.zip	Gaminator 4 (bootleg, C-Loto)
gamt4lotca.zip	Gaminator 4 (C-Loto, MK4)
gamt4lotm.zip	Gaminator 4 (bootleg, Lotomatic)
gamt5.zip	Gaminator 5 (set 1)
gamt6.zip	Gaminator 6 (set 1)
gamt6a.zip	Gaminator 6 (set 2)
gamt6b.zip	Gaminator 6 (set 3)
gamt6c.zip	Gaminator 6 (set 4)
gamt6d.zip	Gaminator 6 (set 5)
gamt6e.zip	Gaminator 6 (set 6)
gamt6ent.zip	Gaminator 6 (bootleg, Ent)
gamt6f.zip	Gaminator 6 (set 7)
gamt6lotc.zip	Gaminator 6 (bootleg, C-Loto)
gamt7.zip	Gaminator 7 (set 1)
gamt7a.zip	Gaminator 7 (set 2)
gamt7b.zip	Gaminator 7 (set 3)
gamt7c.zip	Gaminator 7 (set 4)
gamt7d.zip	Gaminator 7 (set 5)
gamt7e.zip	Gaminator 7 (set 6)
gamt7f.zip	Gaminator 7 (set 7)
gamt7g.zip	Gaminator 7 (set 8)
gamt7h.zip	Gaminator 7 (set 9)
gamt8.zip	Gaminator 8 (set 1)
gamt8a.zip	Gaminator 8 (set 2)
gamt8b.zip	Gaminator 8 (set 3)
gamt8c.zip	Gaminator 8 (set 4)
gamt8d.zip	Gaminator 8 (set 5)
gamt8lotc.zip	Gaminator 8 (bootleg, C-Loto)
gamt9.zip	Gaminator 9 (set 1)
gamt9a.zip	Gaminator 9 (set 2)
gamt9lotc.zip	Gaminator 9 (bootleg, C-Loto)
ganbare.zip	Ganbare! Marine Kun (Japan 2K0411)
gangrose.zip	Gangster's Roses (v4.70)
gangwars.zip	Gang Wars
gangwarsb.zip	Gang Wars (bootleg)
gangwarsj.zip	Gang Wars (Japan)
gangwarsu.zip	Gang Wars (US)
ganjaja.zip	Ganbare Jajamaru Saisho wa Goo / Ganbare Jajamaru Hop Step _ Jump
ganryu.zip	Ganryu / Musashi Ganryuki
gaplusa.zip	Gaplus (GP2)
gaplust.zip	Gaplus (Tecfri PCB)
garage_4.zip	Garage (040219 World)
garage_4a.zip	Garage (bootleg, 040219, backdoor)
garage_4b.zip	Garage (bootleg, 040219, changed version text)
garage_4c.zip	Garage (bootleg, 040219, LOTO PROGRAM V-GG2)
garage_5.zip	Garage (050311 World)
garage_5a.zip	Garage (bootleg, 050311, backdoor)
garage_5b.zip	Garage (bootleg, 050311, VIDEO GAME-1 GA01)
garage_5c.zip	Garage (bootleg, 050311, payout percentage 70)
garage_5d.zip	Garage (bootleg, 050311, LOTTOGAME (I))
garage_5e.zip	Garage (bootleg, 050311, LOTOS GA01)
garage_6.zip	Garage (070213 Russia)
garage_7.zip	Garage (070329 Russia)
garage_9.zip	Garage (090715 Entertainment)
garou.zip	Garou - Mark of the Wolves (NGM-2530)
garouh.zip	Garou - Mark of the Wolves (NGM-2530)(NGH-2530)
garoup.zip	Garou - Mark of the Wolves (prototype)
garyoret.zip	Garyo Retsuden (Japan)
gatedoom.zip	Gate of Doom (US revision 4)
gatedoom1.zip	Gate of Doom (US revision 1)
gatsbee.zip	Gatsbee
gberetb.zip	Green Beret (bootleg)
gcastle.zip	Golden Castle (prototype?)
gchgchmp.zip	Gachaga Champ (GE877 VER. JAB)
gcpinbal.zip	Grand Cross
gdvsgd.zip	Gundam vs. Gundam (GVS1 Ver. A)
gdvsgdnx.zip	Gundam vs. Gundam Next
geishanz.zip	Geisha (0101408V, New Zealand)
gekiridn.zip	Gekirindan (Ver 2.3O 1995/09/21)
gekiridnj.zip	Gekirindan (Ver 2.3J 1995/09/21)
gekitsui.zip	Gekitsui Oh (Japan)
genie.zip	Genie
getbass.zip	Get Bass
getrich.zip	Get Rich (Version 1.0.1)
gforce2.zip	Galaxy Force 2
gghost.zip	Goalie Ghost
ggisuka.zip	Guilty Gear Isuka
ggx.zip	Guilty Gear X (JPN)
ggx15.zip	Guilty Gear X ver. 1.5
ghlpanic.zip	Ghoul Panic (Asia, OB2/VER.A)
ghostb.zip	The Real Ghostbusters (US 2 Players, revision 2)
ghostb2a.zip	The Real Ghostbusters (US 2 Players)
ghostb3.zip	The Real Ghostbusters (US 3 Players)
ghostlop.zip	Ghostlop (prototype)
ghostmun.zip	Ghost Muncher
ghouls.zip	Ghouls'n Ghosts (World)
ghoulsu.zip	Ghouls'n Ghosts (USA)
gigaman2.zip	Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters)
gigandesa.zip	Gigandes (earlier)
gigasb.zip	Gigas (bootleg)
gigawingd.zip	Giga Wing (USA 990222 Phoenix Edition) (bootleg)
gijoe.zip	G.I. Joe (World, EAB, set 1)
gijoea.zip	G.I. Joe (World, EB8, prototype?)
gijoej.zip	G.I. Joe (Japan, JAA)
gijoeu.zip	G.I. Joe (US, UAB)
gimeabrk.zip	Gimme A Break (7/7/85)
gjspace.zip	Gekitoride-Jong Space (10011 Ver.A)
gladiatr.zip	Gladiator (US)
gldarrow.zip	Golden Arrow (Standard G8-03)
gldnpkr.zip	Golden Poker (8VXEC037, New Zealand)
glpracr.zip	Gallop Racer (English Ver 10.17.K)
glpracrj.zip	Gallop Racer (Japanese Ver 9.01.12)
gluck2.zip	Good Luck II
gngbl.zip	Ghosts'n Goblins (bootleg with Cross)
gngprot.zip	Ghosts'n Goblins (prototype)
gngt.zip	Ghosts'n Goblins (US)
gnome.zip	Gnome (070906 Russia)
gnome_10.zip	Gnome (100326 Lottery)
gnome_11.zip	Gnome (100326 Entertainment)
gnome_12.zip	Gnome (100326 Russia)
gnome_2.zip	Gnome (071115 Russia)
gnome_2a.zip	Gnome (bootleg, 071115, banking address hack)
gnome_3.zip	Gnome (080303 World)
gnome_3a.zip	Gnome (bootleg, 080303, banking address hack)
gnome_3b.zip	Gnome (bootleg, 080303, banking address hack, payout percentage 45)
gnome_3c.zip	Gnome (bootleg, 080303, banking address hack, payout percentage 60)
gnome_4.zip	Gnome (090402 Russia)
gnome_5.zip	Gnome (090406 World)
gnome_5a.zip	Gnome (bootleg, 090406, banking address hack, payout percentage 70)
gnome_5b.zip	Gnome (bootleg, 090406, LOTTOGAME (I))
gnome_7.zip	Gnome (090708 Lottery)
gnome_9.zip	Gnome (100326 World)
gnomea.zip	Gnome (bootleg, 070906, banking address hack set 1)
gnomeb.zip	Gnome (bootleg, 070906, banking address hack set 2)
gnomec.zip	Gnome (bootleg, 070906, banking address hack set 3)
gnomed.zip	Gnome (bootleg, 070906, VIDEO GAME-1 GN01)
gnomee.zip	Gnome (bootleg, 070906, LOTOS GN01)
goaltogo.zip	Goal To Go
goalx3.zip	Goal! Goal! Goal!
godzilla.zip	Godzilla (Japan)
gogomile.zip	Susume! Mile Smile / Go Go! Mile Smile (newer)
gogomileo.zip	Susume! Mile Smile / Go Go! Mile Smile (older)
goldcity.zip	Gold City (Russia) (Atronic)
goldenc.zip	Golden Canaries (1VXFC5462, New Zealand)
goldfish.zip	Gold Fish (020903, prototype)
goldfrui.zip	Gold Fruit
goldglen.zip	Golden Glenn (Russia) (Atronic)
goldnaxe2.zip	Golden Axe (set 2, US, 8751 317-0112)
goldnaxe3.zip	Golden Axe (set 3, World, FD1094 317-0120)
goldnaxeb1.zip	Golden Axe (encrypted bootleg)
goldnaxej.zip	Golden Axe (set 4, Japan, FD1094 317-0121)
gondo.zip	Gondomania (US)
gonefsh2.zip	Gone Fishing 2
goonies.zip	Vs. The Goonies (set E)
gorkans.zip	Gorkans
gostop.zip	Kankoku Hanafuda Go-Stop
gowcaizr.zip	Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer
gpgolf.zip	Golden Par Golf (Joystick, V1.1)
gpilots.zip	Ghost Pilots (NGM-020)(NGH-020)
gpilotsh.zip	Ghost Pilots (NGH-020)(US)
gprider.zip	GP Rider (World, FD1094 317-0163)
gpriderj.zip	GP Rider (Japan, FD1094 317-0161)
gpworld.zip	GP World
gradius2.zip	Gradius II - GOFER no Yabou (Japan New Ver.)
gradius2a.zip	Gradius II - GOFER no Yabou (Japan Old Ver.)
gradius2b.zip	Gradius II - GOFER no Yabou (Japan Older Ver.)
gradius3.zip	Gradius III (World, program code R)
gradius3a.zip	Gradius III (Asia)
gradius3j.zip	Gradius III (Japan, program code S)
gram2000.zip	Giant Gram 2000 (JPN, USA, EXP, KOR, AUS)
grancan.zip	Grand Canyon (Russia) (Extrema)
grancapi.zip	Gran Capitan (Version 3)
grasspin.zip	Grasspin
gravitar.zip	Gravitar (version 3)
gravitar1.zip	Gravitar (version 1)
gravitar2.zip	Gravitar (version 2)
grdnstrmg.zip	Guardian Storm (Germany)
grdnstrmj.zip	Sen Jing - Guardian Storm (Japan)
grdnstrmv.zip	Guardian Storm (vertical)
greatgun.zip	Great Guns
greatgur.zip	Great Gurianos (Japan?)
growl.zip	Growl (World, Rev 1)
growlp.zip	Growl (World, prototype)
grtesoro4.zip	Gran Tesoro? / Play 2000 (v4.0) (Italy)
gryzor.zip	Gryzor (set 1)
gryzor1.zip	Gryzor (set 2)
gslgr94u.zip	Great Sluggers '94
gslugrsj.zip	Great Sluggers (Japan)
gstrikera.zip	Grand Striker (Americas)
gstrikerj.zip	Grand Striker (Japan)
gsword2.zip	Great Swordsman (Japan?)
gt103a1.zip	Trivia (Unsorted question roms)
gt103ab.zip	Trivia (Version 1.03a Alt questions 2)
gt103asx.zip	Trivia (Version 1.03a Sex questions)
gt2k.zip	Golden Tee 2K (v1.00)
gt2kp100.zip	Golden Tee 2K (v1.00) (alt protection)
gt2ks100.zip	Golden Tee 2K (v1.00S)
gt2kt500.zip	Golden Tee 2K Tournament (v5.00)
gt3d.zip	Golden Tee 3D Golf (v1.93N)
gt3dl19.zip	Golden Tee 3D Golf (v1.9L)
gt3dl191.zip	Golden Tee 3D Golf (v1.91L)
gt3dl192.zip	Golden Tee 3D Golf (v1.92L)
gt3ds192.zip	Golden Tee 3D Golf (v1.92S)
gt3dt211.zip	Golden Tee 3D Golf Tournament (v2.11)
gt3dt231.zip	Golden Tee 3D Golf Tournament (v2.31)
gt3dv14.zip	Golden Tee 3D Golf (v1.4)
gt3dv15.zip	Golden Tee 3D Golf (v1.5)
gt3dv16.zip	Golden Tee 3D Golf (v1.6)
gt3dv17.zip	Golden Tee 3D Golf (v1.7)
gt3dv18.zip	Golden Tee 3D Golf (v1.8)
gt97.zip	Golden Tee '97 (v1.30)
gt97s121.zip	Golden Tee '97 (v1.21S)
gt97t240.zip	Golden Tee '97 Tournament (v2.40)
gt97t243.zip	Golden Tee '97 Tournament (v2.43)
gt97v120.zip	Golden Tee '97 (v1.20)
gt97v121.zip	Golden Tee '97 (v1.21)
gt97v122.zip	Golden Tee '97 (v1.22)
gt98.zip	Golden Tee '98 (v1.10)
gt98s100.zip	Golden Tee '98 (v1.00S)
gt98t303.zip	Golden Tee '98 Tournament (v3.03)
gt98v100.zip	Golden Tee '98 (v1.00)
gt99.zip	Golden Tee '99 (v1.00)
gt99s100.zip	Golden Tee '99 (v1.00S)
gt99t400.zip	Golden Tee '99 Tournament (v4.00)
gtclassc.zip	Golden Tee Classic (v1.00)
gtclasscp.zip	Golden Tee Classic (v1.00) (alt protection)
gtclasscs.zip	Golden Tee Classic (v1.00S)
gtdiamond.zip	Golden Tee Diamond Edition Tournament (v3.05T ELC)
gtfore02.zip	Golden Tee Fore! 2002 (v2.01.04 UMV)
gtfrk10m.zip	Guitar Freaks 10th Mix (G*D10 VER. JAB)
gtfrk3mb.zip	Guitar Freaks 3rd Mix - security cassette versionup (949JAZ02)
gtg.zip	Golden Tee Golf (Joystick, v3.1)
gtg2.zip	Golden Tee Golf II (Trackball, V2.2)
gtg2j.zip	Golden Tee Golf II (Joystick, V1.0)
gtg2t.zip	Golden Tee Golf II (Trackball, V1.1)
gtgt.zip	Golden Tee Golf (Trackball, v2.0)
gtgt1.zip	Golden Tee Golf (Trackball, v1.0)
gticlub.zip	GTI Club (ver EAA)
gticluba.zip	GTI Club (ver AAA)
gticlubj.zip	GTI Club (ver JAA)
gticlubu.zip	GTI Club (ver UAA)
gtipokra.zip	GTI Poker? (SMS hardware)
gtmre.zip	Great 1000 Miles Rally: Evolution Model!!! (94/09/06)
gtmrusa.zip	Great 1000 Miles Rally: U.S.A Version! (94/09/06)
gtrfrk8m.zip	Guitar Freaks 8th Mix power-up ver. (G*C08 VER. JBA)
gtrfrk8ma.zip	Guitar Freaks 8th Mix (G*C08 VER. JAA)
gtrfrk9m.zip	Guitar Freaks 9th Mix (G*C39 VER. JAA)
gtroppo.zip	Gone Troppo (1VXEC542, New Zealand)
gtroyal.zip	Golden Tee Royal Edition Tournament (v4.02T EDM)
gtsers10.zip	Trivia (Questions Series 10)
gtsers11.zip	Trivia (Questions Series 11)
gtsers12.zip	Trivia (Questions Series 12)
gtsers14.zip	Trivia (Questions Series 14)
gtsers15.zip	Trivia (Questions Series 15)
gtsupreme.zip	Golden Tee Supreme Edition Tournament (v5.10T ELC S)
guardian.zip	Guardians of the 'Hood
gulfstrma.zip	Gulf Storm (set 2)
gulfstrmb.zip	Gulf Storm (set 3)
gulfstrmm.zip	Gulf Storm (Media Shoji)
gulfwar2a.zip	Gulf War II (set 2)
gunbalina.zip	Gunbalina (Japan, GNN1 Ver.A)
gunbarl.zip	Gunbarl (Japan, GNB4/VER.A)
gunbird.zip	Gunbird (World)
gunbirdj.zip	Gunbird (Japan)
gunbirdk.zip	Gunbird (Korea)
gunbuletj.zip	Gun Bullet (Japan, GN1)
gunbuletw.zip	Gun Bullet (World, GN3 Rev B)
gunbustr.zip	Gunbuster (World)
gunbustrj.zip	Gunbuster (Japan)
gunbustru.zip	Gunbuster (US)
gunchamp.zip	Gun Champ
gunchamps.zip	Gun Champ (newer, Super Shot hardware)
gundamos.zip	Gundam Battle Operating Simulator (GDX-0013)
gundmct.zip	Mobile Suit Gundam: Federation Vs. Zeon
gundmgd.zip	Mobile Suit Gundam: Federation Vs. Zeon (GDL-0001)
gundmxgd.zip	Mobile Suit Gundam: Federation Vs. Zeon DX  (GDL-0006)
gundzaft.zip	Gundam Seed: Federation vs. Z.A.F.T. (SED1 Ver. A)
gunfighto.zip	Gun Fight (set 2)
gunhard.zip	Gun Hard (Japan)
gunman.zip	Gunman [TTL]
gunmania.zip	GunMania (GL906 VER. JAA)
gunnrose.zip	Guns and Roses (C606191SMP, Australia)
gunsmokeb.zip	Gun.Smoke (World, 851115) (bootleg)
gunsur2e.zip	Gun Survivor 2 Biohazard Code: Veronica (BHF2 Ver. E)
gunwars.zip	Gunmen Wars (GM1 Ver. B)
gunwarsa.zip	Gunmen Wars (GM1 Ver. A)
gururin.zip	Gururin
gussun.zip	Gussun Oyoyo (Japan)
guttangt.zip	Guttang Gottong (bootleg on Galaxian type hardware)
guwanges.zip	Guwange (Japan, Special Ver. 00/07/07)
guzzlers.zip	Guzzler (Swimmer Conversion)
gwara.zip	Guerrilla War (Version 1)
gypmagic.zip	Gypsy Magic (Konami Endeavour)
gyrussb.zip	Gyruss (bootleg?)
